赞成数,反对数,留言数,持续时长,问题描述
16,0,4,138.0,A5区五矿万境K9县的开发商与施工方建房存在质量问题
0,0,1,1,A7县山水A1区私自违建现象盼查
0,0,1,1,感觉A市225公交车发车太不准时
0,0,2,29.0,盼现役军人和残疾军人坐A市外公交车享受免费
4,0,2,7.0,A市旭辉国际广场住户家遭到恶意停水
30,0,2,75.0,对A5区跳马镇规划的几点看法
0,0,1,1,A2区贺隆体育场东广场摆儿童电玩车问题严重
0,0,9,221.0,咨询A市转业士官异地安置问题
2,0,2,48.0,咨询A7县星沙旧城改造项目问题
0,0,1,1,A8县市中梁首府业主请求维权
0,0,1,1,A2区事业单位招聘人员为何认为民族学不是文史哲大类
0,0,1,1,A市办理老人公交卡还需要暂住证
48,0,3,23.0,投诉小区附近搅拌站噪音扰民
0,0,1,1,请问曾经有网上信访经历者能不能入党？
0,0,1,1,A5区学而思培优华盛花园培训点噪音扰民，影响居民生活
0,0,2,115.0,​A6区黄金园街道渔家湾生态农庄洗砂场昼夜施工
6,2,3,147.0,请重视A5区砂子塘万境水岸小学路段的交通安全问题
0,0,1,1,对A市渔业路架设高架桥的一些建议
52,2,4,5.0,居然在A9市居民区小学旁医院三馆一中心的中间建垃圾站，不可！
20,2,2,68.0,呼吁A市撤销禁摩令
0,0,2,1,反映西地省医药职业中等专业学校频繁收费的问题
4194,0,1,1,A市A5区汇金路五矿万境K9县存在一系列问题
2,0,3,30.0,A7县星湖湾二期洋房价的疑问
0,0,1,1,咨询A市金科山水洲房产证问题
0,0,1,1,A市中医药研究院附属医院疑似出售假冒伪劣产品
0,0,1,1,A市江山帝景哈佛4期物业严重过失导致业主财产重大损失
6,0,4,65.0,A7县北山镇荣合桥社区村民出行困难，请求解决！
0,0,1,1,A2区唐家湾巷和豆鼓园巷成片危房拆迁改造多年处于停止状态
6,0,1,1,A市合能枫丹丽舍装修严重质价不符
0,0,1,1,西地省法律工作者是否可以跨县区办案
0,0,1,1,A市青苹果数据城地下室泡水三年了无人处理
4,2,2,1.0,为什么A市橘子洲的焰火又来了？
4,0,1,1,问问A7县委党校新校区建设情况
0,0,1,1,A5区半山一号期期延迟，没办法管吗？
0,0,1,1,反映A市理工大学教职工宿舍的住房安全问题
14,4,5,128.0,咨询A7县金科时代中心小区配套幼儿园的问题
2,0,1,1,A7县江背镇阳雀新村几十年仍然是泥巴路
6,0,2,127.0,A5区公共建设服务中心在六号路修建、验收、移交等方面存在诸多问题
6,0,2,1,建议A7县泉塘街道增设高杆灯完善照明
0,0,1,1,建议在A3区黄鹤路与南二环辅路交叉路口设地下人行通道
0,0,1,1,A3区永青东路环境差，到处是白色垃圾
0,0,1,1,A1区金楚北苑的居民购电很困难
0,0,1,1,A4区太阳塘村村民房屋因乾隆世家施工爆破受损
0,0,1,1,西地省中医药大学的学历认证为何需要一个月？
0,0,3,93.0,A市有人利用绿色网络按摩平台进行网络招嫖
0,0,1,1,请A市有关部门为新民路和二里半附近居民增加有关公交线路
0,0,1,1,投诉A5区高桥街道五一新村a区垃圾站露天堆放问题
2,0,1,1,A8县市回龙铺镇镇建房秩序混乱，私建乱搭行为泛滥
0,0,1,1,希望能在A5区曲塘路增开去南门口的公交车
0,0,1,1,A市融创融公馆7栋一单元103变“菜鸟驿站”
0,0,3,71.0,A4区天健盛世A1区工地长期深夜施工扰民
0,0,1,1,A5区东风本田诚通特约销售服务店强硬收取定金不退还
0,0,1,1,能否开通A市至B市方cun的公交车
0,0,1,1,A9市龚家桥小区楼下的夜宵店扰民严重
0,0,1,1,西地省2019年消防安全技术实务考试答案泄密
12,2,2,1.0,新规划的A市第二大商圈，请给红星片区留一片绿心
0,0,2,86.0,A市是否可以用住房公积金缴纳房租？
0,0,1,1,建议在A2区中信广场地铁站建一个公益停车坪
8,0,3,1.0,请对A市中山路进行改造升级
0,0,1,1,恳请A7县增加一条泉塘直达汽车南站的公交车
0,0,1,1,请问A市各大人力资源服务中心的地址都在哪呢
0,0,2,1,咨询移动通信业务问题
0,0,1,1,建议A4区长雅中学附近道路中间设置隔离栏
0,0,1,1,A市长郡A1区实验中学组织学生补课
0,0,1,1,投诉A市中建A1区工社拖欠不办房产证8年之久
0,0,1,1,A5区省机械化施工公司棚改何时能启动
10,0,1,1,关于在A6区金星北片区单独设立政务中心的建议
0,0,1,1,先天性房间隔缺损能不能报医保？
4,0,4,139.0,请加快创建A市食品安全城市建设步伐
14,0,2,1.0,外地人在A市购买司法拍卖房是否属于限购范围？
0,0,1,1,请求将A6区城市中心的荒山改为街头绿地公园或广场的建议
0,0,1,1,A2区先锋街道鑫源和城12栋顶楼业主私自违建
0,0,1,1,投诉A2区南郊公园甘露飞珠泉水保安违规收费
4,0,1,1,咨询A市地铁五号线土桥站地下通道的问题
0,0,1,1,A3区润泽园段记夜宵噪音油烟污染扰民为何没人管？
2,0,3,178.0,新购A市澳海澜庭房屋水压无法满足生活需求，多次寻求相关部门任无法解决
20,6,3,180.0,A7县方略城市广场外面修地铁严重扰民
2,0,1,1,A9市淮川街道税务中心机构解散，人员分流面临失业
32,0,1,1,A市龙吉湾、天凯等小区几万居民强烈要求雅塘冲路二段尽快拉通
6,0,1,1,2019年教师招聘即将开始，请A7县教育局解答下广大网友热切关注的问题
0,0,2,1,A市中小学生流感筛查为何必须自费
0,0,1,1,指出A3区溁湾镇通程商业广场处红绿灯问题
0,2,1,1,A6区金桑园小区楼下兄弟夜宵摊扰民严重
58,2,8,167.0,A7县凉塘路的旧城改造要拖到何时才能动工？
0,0,1,1,请解决A市星沙城建设第一批拆迁户的生产安置预留用地及养老保险问题
0,0,1,1,A市爱之心老年公寓以高额利息诱骗大量老年人投资
22,0,4,77.0,A市晟福兴汝金城二期涉嫌虚假宣传
8,0,2,27.0,A6区新城国际花都楼盘六期存在严重质量问题
0,0,1,1,A市地铁窑岭站半夜施工持续扰民
0,0,1,1,建议增加A市龙骧巴士20路公交车发车密度
10,0,4,37.0,西地省普通话考试在线报名系统太让人无语了
30,0,2,3.0,A市地铁、磁浮什么时候可以使用扫码乘车码
0,0,1,1,请问跨长永高速的几条通道何时能通车
22,0,3,30.0,请加快A市四医院滨水星城院区建设力度
0,0,2,30.0,A3区麓谷一师范安置小区抽烟机影响居民生活睡眠
0,0,2,10.0,A市在水一方大厦人为烂尾多年，安全隐患严重
16,2,3,116.0,投诉A市A6区贵之步大地艺术培训学校拒退费
0,0,2,72.0,A3区天马小区103栋饭店扰民严重
0,0,1,1,强烈要求增加M5市到A市的列车车次
2,0,2,1,A7县楚龙街道山水湾小区大量粪池车长期乱停
0,0,1,1,西地省一路共享汽车押金不退还
4,0,1,1,A7县星沙望仙路两侧梧桐树春季飞絮扰民
2,0,1,1,反映A1区火炬路电缆铺设影响交通的问题
0,0,1,1,西地省考生信息平台太难用
52,6,2,1.0,微博博主“考拉·Koala”和微信公众号“爱玩客ivankr”涉嫌网络诈骗
0,0,1,1,A2区暮云镇暮云社区楚江风光带A市段最后一公里还征收吗？
0,0,1,1,反映A市汽车西站管理乱象
6,6,1,1,投诉A市轨道3号线保洁服务项目招标
0,0,2,103.0,A市退休工资调整不当，如何处理？
0,0,1,1,举报西地省建达鸿实业集团公司不合理代扣税
0,0,1,1,西地省农华园林科技发展有限公司拖欠民工薪资
0,0,1,1,A市火星镇熊孩子引燃“僵尸车”有感
0,0,1,1,投诉A市慈济医院无故解聘职工还拖欠工资
4,2,1,1,希望A7县公开农口线对慧润公司的扶持资金
10,0,1,1,咨询A7县编制制定的相关问题
0,0,2,11.0,A3区学士街道裕园小区楼下的绿化带成菜市场了
0,0,4,214.0,西地省财政经济学院校园宽带被垄断
0,0,1,1,特立路与东一路交界的老A市虾蟹馆占道经营
0,0,1,1,A1区东湖街道合平路二期附近的非法洗沙场扰民
0,0,1,1,在居然之家A市金桥店购买的万乐家抽油烟机无故炸裂
0,0,1,1,A5区昇明壹城沿街商铺商业空调的噪音、废气全排小区里了
0,0,1,1,请问A7县星沙街道广生塘社区的渣土消纳场什么时候关停？
0,0,1,1,A市火车站周边地铁建设扰民严重
4,0,1,1,A7县市政道路人行道路应得到重视并予以优先保障
56,0,3,143.0,何时发布2019年A7县普惠性幼儿园清单及收费标准
12,0,4,9.0,反映A7县深业睿城到松雅中学204公交车的两点问题
0,0,1,1,请给A市余易贷出借人一个保障
2,0,1,1,A市吉龙湾小区物业管理问题还没解决
0,0,1,1,A4区实验小学这条路上成了个公共免费停车场
2,0,2,114.0,希望A市在仰天湖中建小学校门口修建人行天桥或地下通道
0,0,1,1,希望A4区鹅羊山公园早日按规划完成
0,0,1,1,西地省财政经济学院食堂只开放十余个窗口，有些学生吃不上饭
26,0,2,4.0,在A市买了法拍房退个税，怎么这么难？
2,0,1,1,A市楚雅路占道停车问题很严重
0,0,1,1,大过年的，A3区西城湾小区停水两天整了
0,0,1,1,A4区太阳山森林公园山顶上的塔年久失修，有危险
0,0,1,1,A3区德润园小区的餐饮店油烟扰民
0,0,2,10.0,请A市机关事务局给市民留一条人行道
60,2,10,245.0,询问A7县圣力华苑车位的问题
0,0,1,1,投诉A2区富瑞苑房屋违规的问题
28,0,3,104.0,A市顺宇显示技术有限公司直以来违规作业，公司基层员工长期超时加班
0,0,1,1,A市兰亭都荟小区房屋漏水两年了
0,0,2,127.0,A2区月塘路距怡海小区房子才10米，噪音和灰尘污染严重
0,0,1,1,A4区鸿涛翡翠湾强行对入住的业主关水限电
0,0,1,1,给A市增加快速路里程的办法
0,0,1,1,A4区四方坪教师村一栋中门上楼处电线乱象丛生
0,0,1,1,A市星沙星湖湾二期“洋房”质量太差太差
0,0,1,1,A2区南湖路宏永汽修厂的油漆味白天晚上不断
0,0,1,1,A1区农科家园B2栋楼下超市前面摊贩摆摊无人管
0,0,2,141.0,A市A3区政府违法选定评定机构，评估报告剥夺当事人正当权利
6,0,2,1,A市A5区利聚网平台不让提现
0,0,2,21.0,A8县外出打工的农民，渴望将户口迁回原籍！
0,0,2,97.0,A市山水新城小区停车难
22,0,2,1.0,A7县星沙违建之风盛行无人管
34,0,2,4.0,A7县泉塘泉星物流园a区7栋锦和超市后街依然摆放游戏赌博机
0,0,1,1,投诉A3区梅岭国际物业擅自在小区7栋旁建垃圾站
0,0,1,1,反映A市骏宝巴士社区巴士7号线擅自减少班次的问题
0,0,1,1,咨询A市理工大学校医院工作人员的待遇问题
2,0,2,12.0,A7县紫晶城电梯屡次发生困扰事件
0,0,1,1,A3区江山帝景小区雅典五期912公交车停靠站何时能恢复
0,0,1,1,关于A市207公交优化的建议
4,0,1,1,A7县利保香槟国际协同中介公司违规收取业主服务费
0,0,1,1,由A市汽车南站到B7县的大巴经常在高速路口就要乘客下车
8,0,1,1,A市马栏山视频文创产业园路政设施不全，行人被车撞倒
4,0,1,1,A市悦湖山无社区无街道管理
0,2,1,1,A市十方尚品美术培训机构收费贵
0,0,1,1,请彻查A9市北盛镇卓然村的账目！
0,0,1,1,关于A2区珈G2区小孩幼升小的问题咨询
16,0,2,19.0,A市何时开通地铁环线？
0,0,1,1,A市沿江风光带何时维修完工
0,0,1,1,A市405公交上班高峰期等不到车
0,0,1,1,投诉A市金科物业公司无故辞退员工，拒不支付工资
0,0,3,24.0,A6区金山桥街道金地三千府拖欠农民工薪资
0,0,1,1,A市万科金域蓝湾开发商恶意欺骗消费者
0,0,2,3.0,A4区陡岭支路40号金属包装厂内私搭私建
4,0,2,111.0,希望A市362路能延伸到黄花镇，远大路拓宽接映霞路
0,0,1,1,请问A7县教育局在2019年是否推出化解教师缺编的政策
2,0,2,21.0,长株潭城际铁路再次停运，请尽快恢复
0,0,1,1,A7县康阳休闲山庄拖欠工资不发，怎么办
4,0,1,1,建议将A7县泉塘招商局物流公司和中国铁建重工外迁
0,0,4,203.0,西地省农机局建别墅有何文件依据？
0,0,1,1,投诉A2区城市森林小区物业违章搭建电动车棚
0,0,1,1,A1区紫来阁小区公共用地被侵占
8,0,1,1,A7县泉塘街道漓楚东路与东六路交汇处是否可以架设人行天桥？
0,0,2,77.0,A市交管12123功能不完善
0,0,1,1,西地省农业大学第十教学楼下的停车场变快递超市
0,0,1,1,请求拉通A4区学堂园路到陡岭路
2,0,1,1,A7县中石化加油站爱义行洗车店关门大半年，哪个部门可以管一下不？
24,0,1,1,关于修改A市住房限购限售政策的建议
0,0,1,1,A8县延瑞汽车饰件公司新建厂房存在严重安全隐患
0,0,1,1,A2区怡海星城小区附近渣土车扰民
0,0,1,1,建议A市912公交多增加班次
0,0,1,1,A市地铁五号线扩大了围挡区域，占用了人行道
0,0,1,1,反映A7县保利香槟国际精装修的问题
0,0,1,1,A市梅溪湖草地上商业化游乐器材堆满地
0,0,1,1,A7县星沙广泰家园起火，安全隐患非常大
0,0,1,1,请给A市人民东路与泉坝路的T字路口安装红绿灯
8,6,1,1,A市天健城第三期凌晨2点还在施工，严重扰民
0,0,2,24.0,反对加固A4区楚雅路西望江公寓2栋，请求拆迁！
0,0,1,1,A市高配置的电动老年代步车为何不能上牌？
0,0,1,1,A市城市出租车协会个体分会会员维权
0,0,1,1,A市楚江大道防洪景观道三期有什么开工计划？
0,0,1,1,A4区楚江纪世城养狗行为需要规范
2,0,4,94.0,控诉A3区政府违法征拆，暴力对待被征收人
0,0,3,5.0,A市地铁能否在A6区晟通城或者金桥国际设站？
0,0,1,1,A3区望月湖小区一空调水处理设备制造噪音
2,0,1,1,A8县市福临门名郡幼儿园附近开设网吧，合理吗？
0,0,1,1,A3区弘德西街二期宜居雅苑17栋廷泊酒店涉黄
22,28,3,136.0,建议增加A市火车站到星沙的夜间公交车
0,0,1,1,顺风车为何只能在A市内运行？
2,0,4,211.0,A市农商行乱扣月供，谁来管！
0,0,1,1,在A市摇号买房，摇到了不买的话会有什么影响吗？
0,0,1,1,投诉A市楚麓驾校拒退报名费用
0,0,2,49.0,市政管道臭水严重影响A6区莲湖路18号重建地小区自建房居民的生活
0,0,1,1,A市谷山庭院3期物业收钱不做事
0,0,3,1.0,请求解决A市湖开小区市民用水的问题
2,0,3,154.0,A市的垃圾分类会不会像上海那样严格罚款
6,0,3,8.0,A市2017年出租车油补何时发放？
0,0,4,145.0,A市尿毒症病人反映医保问题
0,0,1,1,A市万科金域蓝湾新房的质量堪忧
0,0,1,1,A市星创教育无证办学
0,0,1,1,反映K1区学校食堂的一些问题
0,0,1,1,A市曙光南路（新建东路至南二环段）能不能增加隔离栏杆
16,0,2,1.0,A市公立医院管理服务中心办事现场秩序混乱
0,0,3,223.0,关于“2018年第五批公交线路调整方案”什么时候能执行调整到位？
0,0,1,1,A市桂花二村十四栋楼下垃圾站晚上工作太吵
0,2,1,1,A7县三中补课收费，家长负担不起
0,0,1,1,A1区朝阳生鲜市场一店铺占道经营，有安全隐患
0,0,1,1,西地省旺银置业新A1区之都项目用五万罚款换千万违法资产合法
0,0,3,113.0,A3区学丰路卓越千山里工地夜间施工扰民
0,0,1,1,投诉A市博林金谷原有绿化环境被破坏
0,0,1,1,A6区茜茜美甲店欺骗消费者
0,0,1,1,A3区银杉路阳光丽城小区北面道路施工扰民
6,0,1,1,A市经开区力都大厦的馨乐庭酒店何时开业？
0,0,1,1,请问A市麓山公证人员跨管辖公证合法吗？
0,0,1,1,建议西地省博物馆做好游客私家车导停服务
4,0,1,1,A市河西楚江新区高架快速路和地铁少
0,0,1,1,A2区多层住宅增设电梯政策的具体实施方案是怎样的
0,0,1,1,A3区学士睿哲小学进出道路被封，影响学生出行
0,0,1,1,建议在A市咸嘉湖西路馨香雅苑路口装摄像头
0,0,2,238.0,请给A3区莱茵城B8栋附近安装隔音带
12,0,1,1,希望A市地铁9号线能覆盖谷山体育公园以西片区
6,0,2,342.0,职能部门相互推诿，A5区植物园社区山水熙园小区业主苦不堪言
0,0,1,1,A3区万翔国际大酒店西侧装外墙电梯，有非常大的安全隐患
0,0,1,1,A2区楚府中学怎么老是收费
2,0,1,1,西地省千山制药机械股份有限公司拖欠工资近大半年
6,0,2,27.0,A市泉塘上下班通勤困难，可否增开公交线路？
0,0,2,8.0,投诉A3区佳境小区22栋业主侵占绿地
8,0,1,1,A市十五中校园及周边环境需治理
0,0,1,1,A1区东玺门小区内部停车位被改成商用停车场
0,0,2,95.0,A4区波隆立交桥附近小区居民不堪噪音污染
52,0,4,182.0,希望A市经开区泉星二小田径场在课余时间对附近居民开放
2,0,1,1,A市五矿万境K9县存在严重的消防安全隐患
24,0,2,242.0,请尽快落实A市2020年的民办招生政策
4,0,2,104.0,A2区明德启南中学克扣教师绩效奖金
4,30,1,1,A7县未来漫城物业不作为，还能评为五星级
0,0,1,1,西地省电视大学旁延年酒店在屋顶设置的招牌灯光线太强
2,0,1,1,A3区楷林国际光污染严重
0,0,1,1,A4区新竹二小拖欠全体教师工资
0,0,1,1,A市一中双语实验学校周末强制有偿补课
2,0,1,1,A7县山水人家附近酒吧涉嫌酒托骗局
0,0,1,1,请关注A市五区九园企业职工出行问题
2,0,2,331.0,反映A市洋湖新城和顺路洋湖壹号小区路段公共绿地建设不到位的问题
2,0,2,142.0,咨询A3区保利西海岸小学的开学问题
0,0,1,1,A7县自来水公司费用收取太高了
0,0,1,1,A7县黄花镇合心村将灌溉山林用的水塘用来堆土
0,0,2,5.0,A4区广福园小区蓝鸟KTV噪音扰民
0,0,1,1,A7县榔梨街道大元社区居民入室行凶，迟迟得不到处置
0,0,3,6.0,举报A3区晟通牡丹舸物业擅自提高物业收费标准
0,0,4,50.0,A8县市星河湾楼盘质量太差了，多处都有断裂缝
0,0,1,1,反映西地省中医药大学科技走廊临街商铺商业用电的问题
0,0,1,1,A7县楚龙路附近一餐馆的音乐声超级大
0,0,1,1,A7县北山镇青田村徐家老屋旁火车声音特别大
10,0,1,1,A市旧城改造打造的街区石板太粗糙
6,0,1,1,A5区开宇大厦存在重大消防安全隐患
108,0,6,192.0,咨询A4区洪山公园建设问题
0,0,1,1,投诉A2区金恒世家商住两用项目包工头拖欠工资
0,0,1,1,咨询高铁票乘车区间的问题
2,0,2,2.0,A3区观沙岭岳北安置区的露天菜市场阻塞消防通道
0,0,1,1,A4区九尾冲没有斑马线，行人直接在车流中插空过马路
4,0,1,1,希望早日解决A7县星沙经开区网上交水费的问题
0,0,1,1,西地省高考学生少数民加分名单何时公布？
0,0,1,1,A3区共和世家底商新日图文半夜开工严重扰民
0,0,1,1,投诉A市W218路到站不停车
4,0,2,1.0,投诉A6区润和紫郡私自在小区外墙上安装油烟管道
0,0,1,1,A4区四方坪街道办事处废品收购站还在经营
0,0,1,1,A3区南湖路隧道入口的交通管制需要加强
0,0,2,120.0,A市麓谷考场违规收取费用
0,0,1,1,A3区含浦镇芝字港村烂泥路多年，请给我们修条路
0,0,2,21.0,A3区雨敞坪镇能否也通上公交车
4,0,4,27.0,请解决A7县华广大厦购房合同天然气纠纷
0,0,1,1,咨询A市税务局代价房租发票问题
0,0,1,1,A1区新长福C5市路店周边堆满杂物影响消防安全
1596,0,7,47.0,严惩A市58车贷特大集资诈骗案保护伞
0,0,1,1,请求关注A1区县府坪居民点106号私房改造遗留问题
0,0,2,25.0,A4区德雅路残疾人请求援助
0,0,1,1,A市民政职业技术学院凌晨施工
0,0,2,9.0,西地省斯拉同舟法车业公司涉嫌欺骗经销商签合同
0,30,2,16.0,A3区奥克斯缔壹城小区开放式入户通道存在严重安全隐患
0,0,1,1,A3区中海国际社区有人违章搭建假山致房屋结构破损
0,0,1,1,A市医学院的学费价格为何会比其他学校高出五六倍？
0,0,1,1,A市地铁第四轮应考虑包含8到10号线
8,0,4,48.0,楚郡未来实验学校针对四年级学生上调学费是否违规
0,0,1,1,A7县政府购买服务向中小学生免费开放体育场所，是否流于形式？
0,0,3,202.0,A市万润滨江天著忽悠业主延迟网签！
4,0,1,1,A3区观花路、看云路、听雨路乱停车现象严重
0,0,1,1,请求开通E7县至A市、深圳高铁班次
0,0,2,1,举报A市金帆社区领导跟才子佳苑2期物业勾结，在小区违建垃圾站
0,0,1,1,A市南山雍江汇小区业主经常被大货车按喇叭声叫醒
0,0,1,1,A市重型机器厂三区五栋的房子都几十年了，还没有发房产证！
6,0,1,1,对A市最新公积金政策的疑问及建议
4,0,1,1,A市长郡A4区中学何时开建
28,0,1,1,A7县东六到东八路之间的凉塘路还没拉通
0,0,1,1,玫瑰园——A市楚江西岸的贫水地区
0,0,1,1,A3区白鹤小区麦潮量贩娱乐城把住户都要吵晕了
8,0,2,86.0,A市美麓阳光项目处遗问题久久未解决
0,0,1,1,A3区楚仪路段禁停路段车辆乱停乱放，街面卫生急需整治
0,0,2,233.0,A7县蟠龙路航鑫物资回收公司施工扰民
0,0,2,10.0,能否请A市交通局客运管理处约束一下出租车晚上鸣笛的行为？
0,0,1,1,西地省峰天测绘服务有限公司拖欠我两个月工资
0,2,1,1,关于A市初中生寒暑假时间缩短的咨询
2,0,2,1,市民在A7县金靖邮局取钱发现数额不对，要求银行提供监控遭拒
12,0,2,45.0,A3区枫林三路凌晨一点拖土车扰民
0,0,2,223.0,A市一中A4区中学初三国庆只放三天假
0,0,2,227.0,西地省长韶娄高速公路有限公司不给离职员工发放2017年结算！
0,0,1,1,A3区莲花镇龙洞村毛塘组组级公路急需硬化
0,0,1,1,反映A7县星沙一区14栋旧城改造之痛
0,0,1,1,A2区新梅路万鑫嘉园小区垃圾就地处理，臭气熏天
4,0,3,212.0,咨询A7县北横线拆迁标准
6,0,1,1,望A市可以直接在办新潇楚卡的地方可退旧卡
2,0,1,1,长浏高速洞阳服务区违规停车
2,0,2,1,投诉A市鑫苑木莲世家涉嫌虚假宣传
58,2,2,240.0,请将A7县公交线路接入市区统一实时公交查询app的建议
4,0,1,1,西地省农大教授存在着学术不端行为，却能成为岗位专家
0,0,1,1,A4区网传班11栋合法门面被强行搬离
0,0,1,1,西地省交通技术学院西门附近违章搭建帐篷经营
0,0,1,1,下雪后A市泊爱蓝湾小区和九道湾社区的自来水有刺鼻味！
4,0,3,16.0,A市梅溪正荣府自2018年底至今长期停工面临烂尾风险
2,0,1,1,A市大汉金桥国家家居建材城未竣工验收就违法投入使用
0,0,2,1,L市物业服务收费标准应考虑居民的经济承受能力
0,0,1,1,A7县K9县郡金色梯田幼儿园乱收费
8,0,2,29.0,A市美麓阳光没有取得验收就交房
0,0,2,2.0,A1区火星镇兴和社区没有提供供老百姓休闲的地方
66,0,3,13.0,A6区月亮岛路架设高压电线环评造假，谁为民众做主
0,0,1,1,花园里三街103号A市碧桂园威尼斯城违建严重
10,0,1,1,A2区新建西路棚改项目迟迟未动工建设
4,2,2,13.0,请依法解决A1区美漾酒店无证违法施工事件
0,0,1,1,投诉A市住建委官僚主义作风，绿地公馆房屋劣质外墙渗水严重
0,0,1,1,咨询A市事业单位考试报名中职业资格与职称比照对应的问题
2,0,1,1,A7县原灰埠大市场小区47栋麻将馆扰民严重
0,0,4,95.0,请A7县领导重视松雅安置小区夜宵店扰民问题
0,0,1,1,A3区金南一期南门许多摆烧烤摊的造成严重空气污染
0,0,1,1,A7县果园镇浔龙河村的养猪场污水横流、臭气熏天
0,0,4,129.0,A1区扬帆小区夜市每个消防安全通道都有流动摊位
0,0,1,1,A2区荣盛花语书苑半夜施工，影响小孩睡眠
8,0,1,1,A7县长龙街道长龙湾小区附近橡胶厂排放臭气
0,0,1,1,反对A4区金色溪泉湾小区建卫生服务中心
0,0,1,1,咨询A4区楚雅路过江隧道问题
0,0,2,1,A市珠江俪城公园一号31栋103麻将馆扰民不止
0,0,1,1,A2区保险学院开学起就一直在扰民
0,0,1,1,A市370路公交车等车间隔时长时短，能否规范到站时间？
0,0,1,1,对A市地铁7号线面临公交调整的一些建议
0,0,1,1,建议优化A市万丽家高架早晚高峰交通方案
10,0,2,132.0,A7县星沙农村商业银行泉星力都大厦营业网点何时对外营业？
0,0,1,1,A4区富兴世界金融中心为何捂盘不售
0,0,1,1,吐槽教师资格考试安排地方远交通不便
0,0,1,1,举报A市猎鹰技工学校教育腐败相关问题
0,0,1,1,在A市购买二手房能享受人才新政购房补贴吗？
0,0,1,1,A1区伍家岭生活广场各种脏乱差，物业不管
2,0,1,1,A7县青山铺天华村郑家屋组水泥路工程质量如何？
4,0,3,226.0,A市交通运输局对“公交车乱挤乱插现象”回复失实
0,0,1,1,A3区佳睿新苗幼儿园涉嫌乱收费
0,0,1,1,A市优客租押金拖欠长达一年
6,0,1,1,A2区丽发新城小区内垃圾站散发严重臭味
0,0,1,1,A市银杉路北段和潇楚北路桃花村中间修路大晚上的吵死人！
0,0,1,1,A市梅溪湖卓越浅水湾项目22＃栋楼层未装通讯装置，存在安全隐患
0,0,1,1,A市能不能放宽下首套房购房的限制
4,0,4,256.0,举报A2区红磨坊歌厅长期无证非法经营并严重扰民
0,0,1,1,A7县星沙商业乐园c栋餐饮机构无专业油烟管道和餐饮执照
0,0,1,1,A8县沙田乡五里村多家快递代收点乱收费
0,0,1,1,A市环城绿带节点建设规划实施得怎么样了
2,0,1,1,A7县城区禁鸣区域需要扩大
0,0,1,1,A3区含浦学士路江山帝景小区施工造成安全隐患
0,0,1,1,A3区咸嘉新村房子严重漏水
0,0,3,331.0,A4区大塘村陈家冲组组长强行私填鱼塘田地！
8,2,3,1.0,请问A市什么时候能普及5G网络？
0,0,1,1,请问A市何时能落实出入境政策？
12,0,3,137.0,A市地铁充值为什么必须是50的倍数
0,0,1,1,A市梅溪湖长郡中学附近交通乱象
2,0,2,1,A市交警为何不认市政红头文件依然抓新能源车辆！！
4,0,3,185.0,请彻查A4区青竹湖镇广胜村村委成员贪腐集体经济财产的案件
2,0,3,2.0,A市万科金域蓝湾二期精装房质量不达标
0,0,1,1,A市医学院后三街清吧夜间音响放很大声
0,0,2,1,A2区新天村福满新城二期施工噪音严重扰民
2,0,3,1.0,再次反映A3区梅溪湖梅岭公园内非法殡仪馆问题
2,0,3,3.0,A市善化国际居民区噪音大
0,0,1,1,A8县市水木天成的临时电线到处布满，有安全隐患
0,0,1,1,怀疑A市南湖医院涉嫌销售假冒伪劣药品
4,0,2,15.0,A4区双湾国际小区2栋门面小餐馆油烟废气严重污染环境
0,0,1,1,A7县x105司机不顾乘客感受自私的偏离路线
0,0,1,1,A7县榔梨镇保家安置区这边天然气什么时候可以开通？
0,0,2,134.0,A市祥顺养老生活城预定养老床位涉嫌合同诈骗
0,0,1,1,A市精装专项检查结果啥时候能公布
0,0,1,1,A3区中海国际社区3期北门前面那片空地通宵施工扰民
0,14,9,139.0,咨询A市贷款购房与购房资格的相关问题
0,0,1,1,举报A3区麓谷揽投站站长克扣员工应发物资
2,0,2,3.0,A市新东方建筑公司云顶梅溪湖项目部拖欠民工工资
4,0,1,1,A7县财政评审投资中心强制使用算王软件
0,0,1,1,咨询土地所有权问题
0,0,2,56.0,A市高新区公安局旁一工地深夜浇筑混凝土，噪音非常大
0,0,1,1,对A8县市流沙河镇楚河爱心协会的几点意见
0,0,1,1,请求整修A4区三一大道省高管局公交站附近的路面
2,2,2,118.0,投诉A市新城和樾景苑购房合同造假精装造假！
0,0,1,1,咨询A3区旭辉藏郡小区业主小孩的读书问题
2,0,1,1,A市能东华府一直不交房
0,0,1,1,A市恒大御景天下二期设计有缺陷和安全隐患！
0,0,1,1,A市树木岭菜市场这一块会拆迁么？
4,0,2,29.0,A市尚心海悦楼盘精装变“惊”装，质价严重不符
4,0,1,1,西地省高速公路新能源汽车充电桩太少
0,0,2,1.0,A市城管局可否进一步完善公交站房设置工作
0,0,1,1,A市地铁2号线楚江中路2A出口方向桥洞下臭不可闻
0,0,1,1,A6区月亮岛街道乾源国际广场烧烤扰民
12,0,1,1,A7县泉星社区泉星2号生活垃圾站散发恶臭
0,0,1,1,A6区杨峰路行人出行存在安全隐患
0,0,1,1,投诉A7县黄花镇兴隆砖厂乱倒垃圾
